Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-1133,Est-1133,Pay-1133,Emp-1151,Est-1151,Pay-1151,Emp-1152,Est-1152,Pay-1152,Emp-2111,Est-2111,Pay-2111,Emp-2123,Est-2123,Pay-2123,Emp-2211,Est-2211,Pay-2211,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2372,Est-2372,Pay-2372,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3111,Est-3111,Pay-3111,Emp-3116,Est-3116,Pay-3116,Emp-3118,Est-3118,Pay-3118,Emp-3121,Est-3121,Pay-3121,Emp-3149,Est-3149,Pay-3149,Emp-3211,Est-3211,Pay-3211,Emp-3219,Est-3219,Pay-3219,Emp-3222,Est-3222,Pay-3222,Emp-3231,Est-3231,Pay-3231,Emp-3251,Est-3251,Pay-3251,Emp-3256,Est-3256,Pay-3256,Emp-3261,Est-3261,Pay-3261,Emp-3273,Est-3273,Pay-3273,Emp-3279,Est-3279,Pay-3279,Emp-3323,Est-3323,Pay-3323,Emp-3327,Est-3327,Pay-3327,Emp-3328,Est-3328,Pay-3328,Emp-3329,Est-3329,Pay-3329,Emp-3331,Est-3331,Pay-3331,Emp-3335,Est-3335,Pay-3335,Emp-3336,Est-3336,Pay-3336,Emp-3339,Est-3339,Pay-3339,Emp-3344,Est-3344,Pay-3344,Emp-3353,Est-3353,Pay-3353,Emp-3362,Est-3362,Pay-3362,Emp-3371,Est-3371,Pay-3371,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4232,Est-4232,Pay-4232,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4241,Est-4241,Pay-4241,Emp-4242,Est-4242,Pay-4242,Emp-4243,Est-4243,Pay-4243,Emp-4244,Est-4244,Pay-4244,Emp-4245,Est-4245,Pay-4245,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4522,Est-4522,Pay-4522,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4542,Est-4542,Pay-4542,Emp-4543,Est-4543,Pay-4543,Emp-4811,Est-4811,Pay-4811,Emp-4812,Est-4812,Pay-4812,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4853,Est-4853,Pay-4853,Emp-4855,Est-4855,Pay-4855,Emp-4859,Est-4859,Pay-4859,Emp-4871,Est-4871,Pay-4871,Emp-4879,Est-4879,Pay-4879,Emp-4881,Est-4881,Pay-4881,Emp-4882,Est-4882,Pay-4882,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4921,Est-4921,Pay-4921,Emp-4922,Est-4922,Pay-4922,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5151,Est-5151,Pay-5151,Emp-5173,Est-5173,Pay-5173,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5323,Est-5323,Pay-5323,Emp-5324,Est-5324,Pay-5324,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6113,Est-6113,Pay-6113,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6223,Est-6223,Pay-6223,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7112,Est-7112,Pay-7112,Emp-7113,Est-7113,Pay-7113,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7131,Est-7131,Pay-7131,Emp-7132,Est-7132,Pay-7132,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7213,Est-7213,Pay-7213,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
46045,Edmunds County,4,-99.22,45.42,2981.17,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,71.0,,,,,,,,,,,,,,,,,,,2.0,3.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,4.0,2142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,4.0,793.0,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,173.0,107.0,6.0,5806.0,,,,,,,,,,,,,18.0,3.0,491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,7.0,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,4.0,1816.0,,,,,,,,,,,,,,,,14.0,5.0,679.0,5.0,3.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,4.0,91.0,50.0,5.0,611.0,6.0,3.0,117.0,,,,,,,,,,,,,,,,,,,,,,18.0,7.0,204.0,,,,,,,,,,,,
46047,Fall River County,7,-103.58,43.23,4530.66,0.0,0.01,,,,,,,,,,,,,10.0,3.0,784.0,,,,,,,12.0,5.0,330.0,,,,,,,,,,,,,,,,,,,16.0,6.0,408.0,,,,14.0,4.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,8.0,2066.0,,,,,,,,,,5.0,3.0,39.0,,,,,,,46.0,3.0,997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,4.0,1571.0,,,,,,,,,,,,,,,,10.0,6.0,726.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,4.0,184.0,,,,,,,,,,4.0,3.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,777.0,,,,11.0,5.0,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,3.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,13.0,1756.0,,,,,,,,,,20.0,6.0,493.0,154.0,16.0,2046.0,6.0,4.0,244.0,,,,,,,,,,,,,,,,,,,,,,30.0,11.0,470.0,,,,19.0,3.0,424.0,,,,,,
46049,Faulk County,2,-99.17,45.07,2605.13,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,4.0,1858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,4.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,58.0,28.0,6.0,177.0,5.0,4.0,104.0,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,83.0,,,,,,,,,,,,
46051,Grant County,7,-96.03,45.94,1780.89,0.0,0.0,,,,,,,,,,,,,,,,142.0,5.0,12566.0,,,,5.0,6.0,312.0,4.0,3.0,295.0,,,,,,,,,,,,,58.0,10.0,4634.0,49.0,10.0,3709.0,,,,42.0,9.0,3577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.0,1344.0,,,,52.0,3.0,1849.0,,,,81.0,4.0,3675.0,,,,,,,20.0,4.0,964.0,30.0,8.0,811.0,,,,88.0,3.0,1239.0,,,,11.0,3.0,85.0,,,,95.0,6.0,1267.0,,,,,,,,,,,,,,,,,,,60.0,3.0,812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,11.0,4646.0,6.0,4.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,390.0,,,,,,,43.0,4.0,2266.0,,,,,,,,,,,,,,,,23.0,8.0,561.0,3.0,4.0,65.0,,,,,,,,,,,,,,,,,,,16.0,5.0,487.0,4.0,3.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,4.0,4619.0,,,,,,,,,,9.0,4.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,4.0,3422.0,,,,285.0,8.0,13358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,6.0,1174.0,21.0,4.0,318.0,,,,,,,,,,28.0,7.0,232.0,196.0,15.0,1996.0,56.0,11.0,1691.0,,,,,,,,,,,,,,,,,,,,,,91.0,16.0,1592.0,,,,,,,9.0,4.0,87.0,,,
46053,Gregory County,4,-99.17,43.17,2728.28,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,21.0,9.0,327.0,,,,,,,,,,,,,,,,,,,18.0,6.0,519.0,2.0,3.0,22.0,5.0,4.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,3.0,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,4.0,858.0,21.0,3.0,872.0,60.0,3.0,1136.0,,,,11.0,3.0,128.0,,,,37.0,7.0,615.0,,,,,,,,,,,,,,,,,,,37.0,4.0,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,9.0,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,5.0,2741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,367.0,,,,,,,,,,,,,,,,,,,,,,,,,41.0,3.0,768.0,,,,,,,,,,13.0,3.0,167.0,,,,,,,,,,,,,,,,,,,,,,17.0,6.0,624.0,,,,25.0,5.0,327.0,,,,,,,,,,82.0,11.0,854.0,9.0,6.0,326.0,,,,,,,,,,,,,,,,,,,,,,20.0,7.0,194.0,,,,,,,,,,,,
46055,Haakon County,2,-101.58,44.29,4731.41,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,3.0,1497.0,,,,,,,,,,,,,,,,74.0,4.0,2096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,259.0,,,,,,,,,,,,,,,,19.0,4.0,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,472.0,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,4.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,3.0,108.0,,,,,,,,,,,,
46057,Hamlin County,6,-97.2,44.68,1393.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,33.0,12.0,1478.0,45.0,5.0,2382.0,,,,,,,,,,,,,40.0,12.0,1799.0,66.0,14.0,3026.0,21.0,6.0,681.0,56.0,9.0,3432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3.0,1218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,6.0,3284.0,,,,,,,,,,62.0,4.0,3586.0,,,,,,,,,,,,,,,,,,,,,,28.0,3.0,1596.0,,,,24.0,3.0,227.0,,,,,,,,,,43.0,8.0,1048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,8.0,594.0,31.0,9.0,1044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,7.0,2084.0,,,,,,,,,,,,,,,,14.0,7.0,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,4.0,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,6.0,674.0,4.0,4.0,89.0,,,,15.0,4.0,526.0,,,,,,,8.0,4.0,185.0,,,,,,,19.0,5.0,168.0,,,,,,,,,,,,
46059,Hand County,3,-99.01,44.54,3730.04,0.0,0.0,,,,8.0,3.0,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,79.0,,,,,,,1.0,3.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,3.0,1756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,5.0,1985.0,,,,,,,,,,,,,,,,,,,,,,19.0,3.0,449.0,,,,,,,,,,,,,,,,38.0,4.0,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,621.0,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,213.0,160.0,3.0,7064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,88.0,,,,,,,,,,,,,20.0,3.0,147.0,50.0,6.0,530.0,21.0,5.0,369.0,,,,,,,,,,,,,,,,,,,,,,22.0,7.0,206.0,,,,,,,,,,,,
46061,Hanson County,3,-97.79,43.66,1127.45,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,161.0,,,,,,,,,,,,,,,,29.0,9.0,1138.0,9.0,3.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,3.0,889.0,,,,,,,,,,,,,,,,,,,1.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,182.0,,,,,,,,,,,,
46063,Harding County,1,-103.48,45.55,6935.47,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,4.0,3726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46065,Hughes County,18,-96.27,35.05,2074.38,0.01,0.38,,,,9.0,3.0,433.0,,,,,,,,,,15.0,3.0,1332.0,,,,81.0,25.0,2726.0,23.0,4.0,1007.0,,,,,,,,,,,,,58.0,8.0,3148.0,135.0,23.0,6515.0,44.0,6.0,2204.0,4.0,7.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,5.0,4058.0,,,,,,,3.0,3.0,198.0,,,,,,,56.0,3.0,3159.0,,,,,,,,,,83.0,8.0,6179.0,,,,143.0,3.0,6829.0,37.0,5.0,1438.0,58.0,5.0,1997.0,,,,,,,14.0,3.0,413.0,136.0,5.0,3720.0,,,,,,,,,,,,,40.0,4.0,1342.0,186.0,15.0,3125.0,35.0,6.0,517.0,17.0,3.0,269.0,,,,37.0,6.0,663.0,,,,,,,345.0,3.0,8351.0,18.0,3.0,161.0,8.0,3.0,70.0,33.0,3.0,596.0,,,,,,,,,,14.0,5.0,464.0,,,,,,,27.0,6.0,1229.0,28.0,4.0,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,7.0,2957.0,,,,,,,,,,,,,,,,15.0,3.0,574.0,35.0,8.0,1590.0,16.0,4.0,956.0,,,,278.0,13.0,16437.0,30.0,3.0,2033.0,,,,,,,49.0,10.0,6458.0,86.0,4.0,7351.0,97.0,18.0,6308.0,30.0,17.0,830.0,,,,3.0,3.0,70.0,,,,11.0,3.0,489.0,,,,,,,52.0,15.0,3568.0,42.0,8.0,1716.0,57.0,6.0,3993.0,,,,124.0,6.0,7570.0,39.0,11.0,1764.0,,,,,,,17.0,5.0,501.0,,,,12.0,3.0,394.0,,,,,,,30.0,5.0,1062.0,41.0,3.0,1235.0,,,,34.0,13.0,489.0,15.0,4.0,937.0,,,,,,,666.0,6.0,21355.0,,,,,,,,,,,,,,,,657.0,3.0,18197.0,91.0,15.0,4998.0,57.0,14.0,2191.0,65.0,3.0,2588.0,,,,,,,14.0,4.0,443.0,,,,,,,,,,,,,,,,164.0,10.0,3022.0,11.0,4.0,329.0,,,,33.0,6.0,544.0,,,,,,,,,,1.0,6.0,235.0,,,,,,,39.0,8.0,413.0,126.0,10.0,1383.0,228.0,9.0,3434.0,10.0,7.0,496.0,,,,,,,40.0,4.0,485.0,652.0,30.0,10163.0,36.0,11.0,1501.0,,,,,,,,,,43.0,13.0,732.0,,,,,,,,,,119.0,15.0,2145.0,,,,,,,24.0,7.0,267.0,119.0,28.0,7787.0
46067,Hutchinson County,7,-101.35,35.81,2109.05,0.0,0.01,,,,20.0,3.0,399.0,,,,,,,,,,,,,,,,4.0,6.0,221.0,14.0,4.0,452.0,,,,,,,,,,,,,26.0,3.0,1648.0,17.0,7.0,594.0,3.0,3.0,53.0,9.0,3.0,671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,4.0,9003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,5.0,2488.0,,,,,,,,,,,,,,,,75.0,5.0,4617.0,,,,,,,,,,83.0,13.0,4748.0,,,,,,,,,,,,,,,,,,,,,,18.0,4.0,630.0,,,,51.0,3.0,925.0,,,,,,,29.0,3.0,848.0,82.0,8.0,1914.0,,,,,,,,,,,,,,,,,,,19.0,3.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,325.0,14.0,5.0,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,9.0,3660.0,,,,,,,,,,,,,,,,25.0,9.0,1685.0,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,3.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,160.0,,,,,,,,,,41.0,6.0,232.0,46.0,7.0,466.0,32.0,7.0,1240.0,,,,12.0,5.0,415.0,,,,,,,,,,,,,,,,63.0,19.0,628.0,,,,,,,,,,,,
